pair,signal,entry_time,exit_time,entry_price,exit_price,bars_held,exit_reason,pips,win
EURUSD,SELL,2025-01-07 07:45:00,2025-01-07 15:10:00,1.04231,1.03681,89,RSI=14.1,53.500000000000604,1
EURUSD,SELL,2025-01-10 08:05:00,2025-01-10 13:35:00,1.02947,1.02346,66,RSI=11.2,58.600000000000705,1
EURUSD,SELL,2025-01-13 22:30:00,2025-01-14 00:45:00,1.02548,1.02479,27,RSI=11.5,5.399999999998574,1
EURUSD,SELL,2025-01-21 14:25:00,2025-01-21 19:45:00,1.03922,1.04171,64,RSI=15.7,-26.399999999998812,0
EURUSD,SELL,2025-01-22 10:05:00,2025-01-22 12:30:00,1.04459,1.04358,29,RSI=18.5,8.599999999999554,1
EURUSD,SELL,2025-01-23 09:55:00,2025-01-23 15:25:00,1.04135,1.0395,66,RSI=19.6,16.999999999999073,1
EURUSD,SELL,2025-01-24 08:35:00,2025-01-24 10:35:00,1.04896,1.04874,24,RSI=17.9,0.6999999999988693,1
EURUSD,SELL,2025-01-24 15:10:00,2025-01-24 18:45:00,1.05078,1.04969,43,RSI=15.5,9.400000000000354,1
EURUSD,SELL,2025-01-29 15:50:00,2025-01-30 05:20:00,1.04226,1.04188,162,RSI=18.9,2.3000000000004692,1
EURUSD,SELL,2025-01-30 14:05:00,2025-01-30 20:40:00,1.04465,1.03888,79,RSI=17.6,56.20000000000053,1
EURUSD,SELL,2025-01-31 07:50:00,2025-01-31 08:50:00,1.04023,1.03846,12,RSI=18.0,16.200000000000493,1
EURUSD,SELL,2025-01-31 16:40:00,2025-01-31 18:35:00,1.04026,1.03717,23,RSI=14.7,29.40000000000037,1
EURUSD,SELL,2025-02-04 08:25:00,2025-02-04 12:05:00,1.03265,1.03205,44,RSI=15.4,4.50000000000156,1
EURUSD,SELL,2025-02-05 15:10:00,2025-02-05 19:50:00,1.0426,1.04063,56,RSI=14.8,18.200000000000273,1
EURUSD,SELL,2025-02-07 08:05:00,2025-02-07 10:55:00,1.03911,1.03812,34,RSI=15.4,8.400000000000464,1
EURUSD,SELL,2025-02-10 09:20:00,2025-02-10 12:15:00,1.03297,1.03109,35,RSI=11.0,17.299999999998818,1
EURUSD,SELL,2025-02-11 09:15:00,2025-02-11 19:20:00,1.0318,1.03445,121,RSI=18.3,-28.000000000000412,0
EURUSD,SELL,2025-02-11 20:40:00,2025-02-12 00:55:00,1.03651,1.03572,51,RSI=13.9,6.400000000000684,1
EURUSD,SELL,2025-02-12 17:25:00,2025-02-12 19:05:00,1.0414,1.0389,20,RSI=16.0,23.500000000001688,1
EURUSD,SELL,2025-02-13 03:45:00,2025-02-13 12:15:00,1.04164,1.03866,102,RSI=16.9,28.299999999999827,1
EURUSD,SELL,2025-02-14 07:20:00,2025-02-14 17:05:00,1.04714,1.0496,117,RSI=16.8,-26.100000000001288,0
EURUSD,SELL,2025-02-20 17:50:00,2025-02-21 00:40:00,1.04898,1.04892,82,RSI=18.6,-0.9000000000005103,0
EURUSD,SELL,2025-02-21 14:10:00,2025-02-21 16:05:00,1.04771,1.04538,23,RSI=19.3,21.799999999999432,1
EURUSD,SELL,2025-02-23 23:35:00,2025-02-24 08:15:00,1.04788,1.04719,104,RSI=9.7,5.399999999998574,1
EURUSD,SELL,2025-02-28 13:10:00,2025-02-28 18:25:00,1.04114,1.03724,63,RSI=14.2,37.50000000000014,1
EURUSD,SELL,2025-03-04 09:15:00,2025-03-04 15:20:00,1.0515,1.05086,73,RSI=16.6,4.90000000000196,1
EURUSD,SELL,2025-03-04 18:35:00,2025-03-05 00:25:00,1.05731,1.0616,70,RSI=14.8,-44.40000000000127,0
EURUSD,SELL,2025-03-05 15:00:00,2025-03-06 04:05:00,1.07684,1.07852,157,RSI=11.7,-18.299999999999038,0
EURUSD,SELL,2025-03-07 03:45:00,2025-03-07 11:50:00,1.08087,1.08535,97,RSI=17.3,-46.300000000000395,0
EURUSD,SELL,2025-03-12 16:10:00,2025-03-12 18:10:00,1.09153,1.09083,24,RSI=18.8,5.499999999999229,1
EURUSD,SELL,2025-03-13 15:25:00,2025-03-14 03:05:00,1.08574,1.08413,140,RSI=18.1,14.599999999998893,1
EURUSD,SELL,2025-03-18 09:30:00,2025-03-18 12:20:00,1.09519,1.09323,34,RSI=17.8,18.100000000001838,1
EURUSD,SELL,2025-03-21 13:10:00,2025-03-21 14:15:00,1.08569,1.08326,13,RSI=19.7,22.800000000001543,1
EURUSD,SELL,2025-03-24 01:00:00,2025-03-24 02:30:00,1.08358,1.08281,18,RSI=18.1,6.199999999999374,1
EURUSD,SELL,2025-03-24 07:20:00,2025-03-24 12:55:00,1.08358,1.08323,67,RSI=19.8,2.0000000000007243,1
EURUSD,SELL,2025-03-26 16:00:00,2025-03-26 16:50:00,1.07905,1.07795,10,RSI=17.8,9.500000000001009,1
EURUSD,SELL,2025-03-27 02:55:00,2025-03-27 06:45:00,1.07678,1.07763,46,RSI=19.7,-10.000000000000174,0
EURUSD,SELL,2025-03-28 14:25:00,2025-03-30 22:45:00,1.0808,1.08141,100,RSI=19.7,-7.599999999999993,0
EURUSD,SELL,2025-03-31 02:05:00,2025-03-31 11:05:00,1.08429,1.08112,108,RSI=17.4,30.19999999999895,1
EURUSD,SELL,2025-04-03 00:30:00,2025-04-03 16:50:00,1.08874,1.10536,196,RSI=15.2,-167.69999999999857,0
EURUSD,SELL,2025-04-04 12:20:00,2025-04-04 18:10:00,1.1052,1.09404,70,RSI=16.7,110.10000000000058,1
EURUSD,SELL,2025-04-06 23:35:00,2025-04-07 12:30:00,1.0982,1.09449,155,RSI=18.5,35.60000000000102,1
EURUSD,SELL,2025-04-08 18:20:00,2025-04-08 21:30:00,1.0939,1.09429,38,RSI=15.4,-5.3999999999989035,0
EURUSD,SELL,2025-04-09 02:25:00,2025-04-09 09:05:00,1.10355,1.10104,80,RSI=7.0,23.600000000000122,1
EURUSD,SELL,2025-04-10 09:40:00,2025-04-10 20:30:00,1.10429,1.11685,130,RSI=18.1,-127.09999999999904,0
EURUSD,SELL,2025-04-11 01:40:00,2025-04-11 06:05:00,1.13462,1.13002,53,RSI=15.5,44.499999999999375,1
EURUSD,SELL,2025-04-11 08:40:00,2025-04-11 16:25:00,1.13577,1.13301,93,RSI=12.9,26.099999999998737,1
EURUSD,SELL,2025-04-15 04:20:00,2025-04-15 17:10:00,1.13473,1.12807,154,RSI=14.5,65.1000000000011,1
EURUSD,SELL,2025-04-16 02:10:00,2025-04-16 09:40:00,1.13208,1.13488,90,RSI=15.7,-29.500000000001354,0
GBPUSD,BUY,2025-01-02 10:45:00,2025-01-03 03:20:00,1.24621,1.23944,199,RSI=80.3,-69.69999999999942,0
GBPUSD,BUY,2025-01-06 14:25:00,2025-01-06 17:00:00,1.24841,1.25205,31,RSI=80.7,34.40000000000087,1
GBPUSD,BUY,2025-01-10 06:05:00,2025-01-10 12:20:00,1.22791,1.23118,75,RSI=81.1,30.699999999998838,1
GBPUSD,BUY,2025-01-10 16:35:00,2025-01-13 06:35:00,1.2203,1.21543,168,RSI=80.3,-50.69999999999929,0
GBPUSD,BUY,2025-01-13 09:30:00,2025-01-13 13:40:00,1.21103,1.2139,50,RSI=83.2,26.699999999999278,1
GBPUSD,BUY,2025-01-14 09:40:00,2025-01-14 18:40:00,1.21863,1.22051,108,RSI=81.7,16.799999999998818,1
GBPUSD,BUY,2025-01-15 16:40:00,2025-01-15 20:55:00,1.22094,1.22427,51,RSI=82.0,31.300000000000548,1
GBPUSD,BUY,2025-01-16 02:25:00,2025-01-16 17:25:00,1.22224,1.22548,180,RSI=83.6,30.399999999999093,1
GBPUSD,BUY,2025-01-17 07:25:00,2025-01-17 10:55:00,1.21786,1.21989,42,RSI=80.7,18.29999999999976,1
GBPUSD,BUY,2025-01-20 09:15:00,2025-01-20 13:35:00,1.21784,1.2258,52,RSI=85.5,77.59999999999967,1
GBPUSD,BUY,2025-01-22 07:10:00,2025-01-22 09:15:00,1.23181,1.23455,25,RSI=83.3,25.399999999999643,1
GBPUSD,BUY,2025-01-23 12:50:00,2025-01-24 02:20:00,1.23041,1.23778,162,RSI=81.5,71.70000000000098,1
GBPUSD,BUY,2025-01-24 07:45:00,2025-01-24 15:05:00,1.23802,1.24592,88,RSI=82.3,77.00000000000018,1
GBPUSD,BUY,2025-01-28 12:05:00,2025-01-28 20:20:00,1.24218,1.24442,99,RSI=83.7,20.400000000000194,1
GBPUSD,BUY,2025-01-31 14:25:00,2025-01-31 17:25:00,1.23977,1.24678,36,RSI=80.5,68.09999999999961,1
GBPUSD,BUY,2025-02-04 12:15:00,2025-02-04 13:15:00,1.23997,1.24191,12,RSI=85.4,17.400000000000528,1
GBPUSD,BUY,2025-02-10 12:20:00,2025-02-11 04:25:00,1.2382,1.23572,193,RSI=84.8,-26.800000000000377,0
GBPUSD,BUY,2025-02-11 08:10:00,2025-02-11 09:15:00,1.23395,1.23741,13,RSI=84.2,32.59999999999796,1
GBPUSD,BUY,2025-02-12 13:40:00,2025-02-12 17:25:00,1.23834,1.24728,45,RSI=88.0,87.39999999999947,1
GBPUSD,BUY,2025-02-13 08:55:00,2025-02-13 15:15:00,1.2477,1.25122,76,RSI=80.2,33.199999999999676,1
GBPUSD,BUY,2025-02-19 10:30:00,2025-02-19 19:25:00,1.25981,1.25883,107,RSI=82.8,-11.80000000000203,0
GBPUSD,BUY,2025-02-21 09:55:00,2025-02-23 23:10:00,1.26446,1.26502,159,RSI=87.5,3.6000000000011596,1
GBPUSD,BUY,2025-02-24 08:25:00,2025-02-24 17:05:00,1.26394,1.26331,104,RSI=83.1,-8.300000000001305,0
GBPUSD,BUY,2025-03-10 03:35:00,2025-03-10 11:05:00,1.29241,1.29151,90,RSI=82.9,-11.00000000000123,0
GBPUSD,BUY,2025-03-10 15:55:00,2025-03-11 03:15:00,1.29124,1.28901,136,RSI=82.4,-24.299999999999542,0
GBPUSD,BUY,2025-03-13 13:10:00,2025-03-14 01:15:00,1.29306,1.29563,145,RSI=80.9,23.69999999999961,1
GBPUSD,BUY,2025-03-18 13:05:00,2025-03-18 18:15:00,1.29724,1.30051,62,RSI=81.5,30.700000000001058,1
GBPUSD,BUY,2025-03-21 17:10:00,2025-03-24 00:45:00,1.2895,1.29228,91,RSI=80.8,25.800000000000043,1
GBPUSD,BUY,2025-03-28 12:05:00,2025-03-28 13:55:00,1.29347,1.29436,22,RSI=82.3,6.900000000000574,1
GBPUSD,BUY,2025-03-31 11:00:00,2025-03-31 12:25:00,1.29275,1.29436,17,RSI=89.8,14.099999999998891,1
GBPUSD,BUY,2025-04-01 12:05:00,2025-04-01 16:05:00,1.29064,1.29196,48,RSI=84.0,11.199999999999877,1
GBPUSD,BUY,2025-04-02 01:30:00,2025-04-02 03:25:00,1.29142,1.29274,23,RSI=83.5,11.199999999999877,1
GBPUSD,BUY,2025-04-04 08:00:00,2025-04-06 23:25:00,1.30532,1.28883,184,RSI=86.1,-166.90000000000114,0
GBPUSD,BUY,2025-04-07 12:50:00,2025-04-07 18:35:00,1.28101,1.27658,69,RSI=80.5,-46.299999999999336,0
GBPUSD,BUY,2025-04-09 15:15:00,2025-04-09 20:25:00,1.27625,1.28313,62,RSI=84.2,66.79999999999997,1
GBPUSD,BUY,2025-04-30 10:10:00,2025-04-30 16:15:00,1.33668,1.3349,73,RSI=84.6,-19.80000000000115,0
GBPUSD,BUY,2025-05-05 17:15:00,2025-05-05 20:10:00,1.32729,1.32943,35,RSI=88.8,19.399999999998084,1
GBPUSD,BUY,2025-05-11 22:20:00,2025-05-12 13:10:00,1.3271,1.31803,178,RSI=82.8,-92.69999999999912,0
GBPUSD,BUY,2025-05-21 12:50:00,2025-05-22 00:55:00,1.33968,1.34201,145,RSI=81.1,21.29999999999943,1
GBPUSD,BUY,2025-05-27 16:25:00,2025-05-28 08:20:00,1.35139,1.34897,191,RSI=82.2,-26.200000000000887,0
GBPUSD,BUY,2025-05-28 12:30:00,2025-05-28 15:40:00,1.34856,1.34873,38,RSI=84.4,-0.29999999999996524,0
GBPUSD,BUY,2025-05-30 15:05:00,2025-05-30 18:45:00,1.34517,1.34687,44,RSI=81.2,15.000000000000346,1
GBPUSD,BUY,2025-06-06 07:20:00,2025-06-08 23:10:00,1.35504,1.35311,190,RSI=89.5,-21.299999999999873,0
GBPUSD,BUY,2025-06-10 07:55:00,2025-06-10 09:40:00,1.349,1.34901,21,RSI=80.5,-1.8999999999993449,0
GBPUSD,BUY,2025-06-12 08:55:00,2025-06-12 09:55:00,1.35351,1.35658,12,RSI=85.2,28.699999999999058,1
GBPUSD,BUY,2025-06-13 02:10:00,2025-06-13 08:40:00,1.35671,1.3565,78,RSI=80.6,-4.100000000000435,0
GBPUSD,BUY,2025-06-17 15:25:00,2025-06-18 07:25:00,1.35211,1.34636,192,RSI=81.4,-59.49999999999921,0
GBPUSD,BUY,2025-06-18 12:10:00,2025-06-19 04:45:00,1.34468,1.34031,199,RSI=83.9,-45.70000000000206,0
GBPUSD,BUY,2025-06-20 07:40:00,2025-06-20 10:05:00,1.34707,1.34921,29,RSI=82.3,19.400000000000304,1
GBPUSD,BUY,2025-06-20 15:50:00,2025-06-22 23:20:00,1.34591,1.34273,90,RSI=80.1,-33.799999999999606,0
GBPUSD,BUY,2025-06-23 10:35:00,2025-06-23 14:40:00,1.33802,1.34228,49,RSI=81.9,40.599999999999305,1
GBPUSD,BUY,2025-06-26 12:30:00,2025-06-26 17:40:00,1.37104,1.37652,62,RSI=81.0,52.799999999999294,1
GBPUSD,BUY,2025-07-02 09:30:00,2025-07-02 16:30:00,1.37065,1.36118,84,RSI=84.8,-96.69999999999868,0
GBPUSD,BUY,2025-07-08 10:00:00,2025-07-08 19:05:00,1.36118,1.35933,109,RSI=80.1,-20.500000000001293,0
GBPUSD,BUY,2025-07-10 12:20:00,2025-07-10 20:45:00,1.3587,1.35813,101,RSI=85.5,-7.699999999999593,0
GBPUSD,BUY,2025-07-11 13:10:00,2025-07-14 01:05:00,1.34958,1.35003,143,RSI=81.7,2.5000000000006146,1
GBPUSD,BUY,2025-07-14 07:25:00,2025-07-14 08:30:00,1.34547,1.34834,13,RSI=83.6,26.7000000000015,1
GBPUSD,BUY,2025-07-14 16:10:00,2025-07-15 01:25:00,1.34412,1.344,111,RSI=90.2,-3.199999999998979,0
GBPUSD,BUY,2025-07-22 12:30:00,2025-07-22 17:15:00,1.34766,1.35275,57,RSI=83.2,48.89999999999817,1
GBPUSD,SELL,2024-12-31 07:50:00,2025-01-01 22:00:00,1.25619,1.25113,170,RSI=9.4,48.599999999998424,1
GBPUSD,SELL,2025-01-06 08:25:00,2025-01-06 14:20:00,1.24656,1.24837,71,RSI=16.5,-20.100000000000893,0
GBPUSD,SELL,2025-01-07 09:45:00,2025-01-07 11:30:00,1.25645,1.25369,21,RSI=14.6,25.600000000000954,1
GBPUSD,SELL,2025-01-10 12:30:00,2025-01-10 13:35:00,1.23106,1.22106,13,RSI=13.2,98.00000000000009,1
GBPUSD,SELL,2025-01-13 06:40:00,2025-01-13 09:25:00,1.21543,1.21102,33,RSI=18.7,42.10000000000025,1
GBPUSD,SELL,2025-01-14 18:45:00,2025-01-15 09:05:00,1.22052,1.22083,172,RSI=16.4,-5.100000000000325,0
GBPUSD,SELL,2025-01-15 13:40:00,2025-01-15 15:05:00,1.22924,1.2258,17,RSI=17.9,32.40000000000109,1
GBPUSD,SELL,2025-01-21 14:05:00,2025-01-22 01:50:00,1.22783,1.2332,141,RSI=17.7,-55.70000000000096,0
GBPUSD,SELL,2025-01-22 09:45:00,2025-01-22 21:20:00,1.2356,1.23163,139,RSI=10.9,37.70000000000029,1
GBPUSD,SELL,2025-01-23 10:00:00,2025-01-23 12:20:00,1.23168,1.2306,28,RSI=15.3,8.80000000000192,1
GBPUSD,SELL,2025-01-24 15:10:00,2025-01-24 19:25:00,1.24591,1.24818,51,RSI=17.9,-24.699999999999942,0
GBPUSD,SELL,2025-01-27 10:35:00,2025-01-27 15:45:00,1.25031,1.24768,62,RSI=16.5,24.30000000000132,1
GBPUSD,SELL,2025-01-31 17:30:00,2025-01-31 18:25:00,1.24676,1.24137,11,RSI=19.7,51.90000000000006,1
GBPUSD,SELL,2025-02-03 13:10:00,2025-02-04 00:20:00,1.23572,1.24246,134,RSI=6.3,-69.39999999999968,0
GBPUSD,SELL,2025-02-07 08:10:00,2025-02-09 22:05:00,1.24476,1.23694,167,RSI=9.2,76.2000000000016,1
GBPUSD,SELL,2025-02-12 12:00:00,2025-02-12 13:35:00,1.24561,1.23834,19,RSI=13.3,70.7000000000011,1
GBPUSD,SELL,2025-02-12 18:00:00,2025-02-12 19:05:00,1.24771,1.24451,13,RSI=8.9,30.000000000000913,1
GBPUSD,SELL,2025-02-13 04:20:00,2025-02-13 08:50:00,1.24864,1.2477,54,RSI=15.3,7.399999999999409,1
GBPUSD,SELL,2025-02-13 16:25:00,2025-02-14 05:45:00,1.25389,1.25508,160,RSI=18.4,-13.900000000000244,0
GBPUSD,SELL,2025-02-18 22:45:00,2025-02-18 23:50:00,1.26331,1.26225,13,RSI=19.3,8.599999999998388,1
GBPUSD,SELL,2025-02-20 16:20:00,2025-02-21 00:55:00,1.2636,1.26588,103,RSI=12.8,-24.799999999998377,0
GBPUSD,SELL,2025-02-23 23:40:00,2025-02-24 06:50:00,1.26533,1.26635,86,RSI=19.6,-12.200000000000209,0
GBPUSD,SELL,2025-02-25 12:05:00,2025-02-25 16:35:00,1.26564,1.26517,54,RSI=18.5,2.700000000001925,1
GBPUSD,SELL,2025-02-26 16:20:00,2025-02-27 01:00:00,1.26886,1.26614,104,RSI=13.3,25.200000000000554,1
GBPUSD,SELL,2025-02-28 09:10:00,2025-02-28 18:20:00,1.26049,1.25644,110,RSI=12.9,38.50000000000109,1
GBPUSD,SELL,2025-03-10 11:35:00,2025-03-10 15:35:00,1.29264,1.29085,48,RSI=14.9,15.899999999999581,1
GBPUSD,SELL,2025-03-11 08:15:00,2025-03-11 22:05:00,1.29039,1.29486,166,RSI=15.3,-46.69999999999973,0
GBPUSD,SELL,2025-03-12 17:25:00,2025-03-13 04:50:00,1.29775,1.29597,137,RSI=18.9,15.799999999998926,1
GBPUSD,SELL,2025-03-17 12:10:00,2025-03-18 03:30:00,1.29743,1.29747,184,RSI=20.0,-2.3999999999981796,0
GBPUSD,SELL,2025-03-24 07:40:00,2025-03-24 12:45:00,1.29395,1.29506,61,RSI=11.8,-13.100000000001664,0
GBPUSD,SELL,2025-03-28 08:30:00,2025-03-28 11:55:00,1.29642,1.29358,41,RSI=17.2,26.399999999999533,1
GBPUSD,SELL,2025-03-31 02:05:00,2025-03-31 09:20:00,1.2961,1.29411,87,RSI=16.9,17.899999999999363,1
GBPUSD,SELL,2025-03-31 12:30:00,2025-03-31 15:30:00,1.29436,1.29138,36,RSI=19.9,27.799999999999823,1
GBPUSD,SELL,2025-04-03 09:30:00,2025-04-03 16:50:00,1.31492,1.31133,88,RSI=12.6,33.89999999999982,1
GBPUSD,SELL,2025-04-14 07:30:00,2025-04-14 11:20:00,1.31502,1.31733,46,RSI=14.5,-25.099999999998122,0
GBPUSD,SELL,2025-04-18 01:45:00,2025-04-18 09:20:00,1.32809,1.32622,91,RSI=19.2,16.700000000000383,1
GBPUSD,SELL,2025-04-21 01:30:00,2025-04-21 11:45:00,1.33459,1.33922,123,RSI=16.0,-48.30000000000133,0
GBPUSD,SELL,2025-04-24 09:55:00,2025-04-25 00:35:00,1.3309,1.33255,176,RSI=19.1,-18.499999999999293,0
GBPUSD,SELL,2025-04-28 06:40:00,2025-04-28 07:45:00,1.33227,1.32992,13,RSI=11.3,21.50000000000074,1
GBPUSD,SELL,2025-04-28 15:50:00,2025-04-29 04:40:00,1.34115,1.34136,154,RSI=18.3,-4.100000000000435,0
GBPUSD,SELL,2025-05-05 12:30:00,2025-05-05 17:10:00,1.33176,1.32729,56,RSI=17.1,42.69999999999974,1
GBPUSD,SELL,2025-05-06 08:35:00,2025-05-06 10:30:00,1.33234,1.33141,23,RSI=11.6,7.300000000000974,1
GBPUSD,SELL,2025-05-06 12:00:00,2025-05-06 16:50:00,1.33504,1.33612,58,RSI=18.9,-12.799999999999699,0
GBPUSD,SELL,2025-05-09 08:40:00,2025-05-09 18:15:00,1.32646,1.33062,115,RSI=19.1,-43.59999999999941,0
GBPUSD,SELL,2025-05-12 13:50:00,2025-05-12 18:35:00,1.31978,1.31644,57,RSI=18.5,31.399999999998983,1
GBPUSD,SELL,2025-05-13 13:50:00,2025-05-13 22:50:00,1.32409,1.33026,108,RSI=14.4,-63.70000000000008,0
GBPUSD,SELL,2025-05-19 08:50:00,2025-05-20 01:35:00,1.33674,1.33469,201,RSI=16.2,18.50000000000107,1
GBPUSD,SELL,2025-05-22 12:45:00,2025-05-22 22:05:00,1.34227,1.34181,112,RSI=18.5,2.6000000000012697,1
GBPUSD,SELL,2025-05-23 09:10:00,2025-05-23 14:55:00,1.34849,1.34818,69,RSI=13.3,1.1000000000003245,1
