datetime,idx,up_currency,up_crossing_value,up_velocity,up_time_below,up_min_mfc,down_currency,down_crossing_value,down_velocity,down_time_above,down_max_mfc,velocity_diff,velocity_sum,outcome,reached_zero,reached_upper,fell_back,max_mfc,min_mfc_after,time_to_zero,time_to_upper,time_to_fall_back,down_velocity_abs,vel_diff_quartile,depth_bin,height_bin
2012-08-08 16:00:00,7336,USD,-0.17940951,0.08183925333333335,14,-0.65526651,EUR,0.13769003,-0.10789996666666668,14,0.54816443,0.18973922000000004,0.18973922000000004,partial_continuation,True,False,False,0.19531154,-0.17940951,5.0,,,0.10789996666666668,Q4_high,deep_<-0.6,moderate_0.4_to_0.6
2012-08-08 16:00:00,7336,GBP,-0.18468346,0.03371285000000001,35,-0.80385873,EUR,0.13769003,-0.10789996666666668,14,0.54816443,0.1416128166666667,0.1416128166666667,full_continuation,True,True,False,0.36060171,-0.18468346,4.0,6.0,,0.10789996666666668,Q3,deep_<-0.6,moderate_0.4_to_0.6
2012-08-14 16:00:00,7361,NZD,-0.19067745,0.012651460000000003,23,-0.61167561,CAD,0.18990701,-0.053543356666666674,23,0.91248567,0.06619481666666668,0.06619481666666668,full_continuation,True,True,True,0.23149282,-0.37539562,18.0,24.0,3.0,0.053543356666666674,Q1_low,deep_<-0.6,high_>0.6
2012-08-27 16:00:00,7417,CAD,-0.09910275,0.14931936666666668,22,-1.19323261,CHF,0.16048985,-0.059295640000000004,32,0.80380494,0.20861500666666669,0.20861500666666669,full_continuation,True,True,False,0.74010174,-0.09910275,1.0,3.0,,0.059295640000000004,Q4_high,deep_<-0.6,high_>0.6
2012-09-20 08:00:00,7526,CAD,-0.19148139,0.02374403,34,-0.52842621,CHF,0.14017815,-0.10875442,19,0.80356379,0.13249845,0.13249845,stalled_in_box,False,False,False,-0.02023161,-0.19148139,,,,0.10875442,Q3,moderate_-0.6_to_-0.4,high_>0.6
2012-09-27 16:00:00,7559,AUD,-0.1674626,0.047927363333333334,8,-0.34759349,USD,0.17760232,-0.053185656666666664,10,0.42679082,0.10111302,0.10111302,reached_zero_then_reversed,True,False,True,0.03572812,-1.07433409,4.0,,16.0,0.053185656666666664,Q2,shallow_>-0.4,moderate_0.4_to_0.6
2012-10-11 20:00:00,7622,GBP,-0.12984095,0.08664216666666667,18,-0.64515248,JPY,0.19201357,-0.12029202000000001,13,0.56687361,0.2069341866666667,0.2069341866666667,full_continuation,True,True,False,0.28912352,-0.12984095,5.0,17.0,,0.12029202000000001,Q4_high,deep_<-0.6,moderate_0.4_to_0.6
2012-10-30 08:00:00,7700,CHF,-0.18701074,0.06667264,22,-0.6366287,GBP,0.06624777,-0.11455306333333333,20,0.8609561,0.18122570333333332,0.18122570333333332,full_continuation,True,True,True,0.44230182,-0.92525052,3.0,6.0,21.0,0.11455306333333333,Q4_high,deep_<-0.6,high_>0.6
2012-11-19 20:00:00,7790,NZD,-0.1724093,0.05783726,9,-0.37227605,CHF,0.17271841,-0.09057004333333334,19,0.89880628,0.14840730333333335,0.14840730333333335,full_continuation,True,True,False,0.42015164,-0.1724093,3.0,5.0,,0.09057004333333334,Q3,shallow_>-0.4,high_>0.6
2012-11-28 00:00:00,7828,CAD,-0.16824932,0.04669223666666666,11,-0.35642292,CHF,0.1472386,-0.06267309,26,0.71828203,0.10936532666666665,0.10936532666666665,reached_zero_then_reversed,True,False,True,0.13513829,-0.37418371,7.0,,26.0,0.06267309,Q3,shallow_>-0.4,high_>0.6
2012-12-24 08:00:00,7942,CAD,-0.18460111,0.06529624333333334,33,-0.42094171,GBP,0.174006,-0.06725602666666668,23,0.6555287,0.13255227000000003,0.13255227000000003,full_continuation,True,True,True,0.3964684,-0.28666404,4.0,7.0,27.0,0.06725602666666668,Q3,moderate_-0.6_to_-0.4,high_>0.6
2013-01-03 16:00:00,7989,USD,-0.00451438,0.13998908000000002,11,-0.55490877,GBP,0.19776158,-0.14106315666666666,16,0.84180871,0.2810522366666667,0.2810522366666667,full_continuation,True,True,True,0.77791155,-0.38536232,1.0,2.0,19.0,0.14106315666666666,Q4_high,moderate_-0.6_to_-0.4,high_>0.6
2013-01-08 04:00:00,8005,JPY,-0.19689909,0.015618580000000002,53,-1.21083548,AUD,0.18268637,-0.07028205666666666,35,0.98601122,0.08590063666666667,0.08590063666666667,full_continuation,True,True,True,0.24836894,-1.63158459,3.0,6.0,13.0,0.07028205666666666,Q2,deep_<-0.6,high_>0.6
2013-01-09 16:00:00,8014,USD,-0.12204408,0.07736648,6,-0.38536232,JPY,0.18127341,-0.019922333333333337,3,0.24836894,0.09728881333333333,0.09728881333333333,full_continuation,True,True,True,0.25267747,-0.47331643,23.0,26.0,5.0,0.019922333333333337,Q2,shallow_>-0.4,shallow_<0.4
2013-01-11 16:00:00,8026,GBP,-0.18475146,0.007638983333333331,33,-0.84262247,AUD,0.17959297,-0.10513005000000002,11,0.50920296,0.11276903333333335,0.11276903333333335,immediate_reversal,False,False,True,-0.10593602,-0.26841773,,,10.0,0.10513005000000002,Q3,deep_<-0.6,moderate_0.4_to_0.6
2013-01-29 08:00:00,8099,CAD,-0.19301692,0.05466416666666667,37,-0.88127216,USD,0.15516175,-0.08649197666666668,17,0.57772207,0.14115614333333334,0.14115614333333334,full_continuation,True,True,False,0.38363468,-0.19301692,3.0,8.0,,0.08649197666666668,Q3,deep_<-0.6,moderate_0.4_to_0.6
2013-02-04 12:00:00,8125,AUD,-0.16663458,0.14531076333333334,17,-0.82871341,EUR,0.14365398,-0.1520083166666667,44,1.26368108,0.29731908000000007,0.29731908000000007,reached_zero_then_reversed,True,False,True,0.07230736,-0.46779487,2.0,,12.0,0.1520083166666667,Q4_high,deep_<-0.6,high_>0.6
2013-02-07 00:00:00,8140,EUR,-0.17868587,0.04999460666666667,6,-0.32866969,NZD,0.16305217,-0.08584017333333334,21,0.59502288,0.13583478000000002,0.13583478000000002,full_continuation,True,True,True,0.49295394,-0.78565936,20.0,22.0,2.0,0.08584017333333334,Q3,shallow_>-0.4,moderate_0.4_to_0.6
2013-02-11 20:00:00,8158,EUR,-0.18558319,0.10456547666666666,16,-0.78565936,JPY,0.18177813,-0.13200615000000002,9,0.66945342,0.23657162666666667,0.23657162666666667,full_continuation,True,True,True,0.49295394,-0.36701517,2.0,4.0,18.0,0.13200615000000002,Q4_high,deep_<-0.6,high_>0.6
2013-02-11 20:00:00,8158,NZD,-0.19645686,0.08880287333333332,12,-0.54712579,JPY,0.18177813,-0.13200615000000002,9,0.66945342,0.22080902333333335,0.22080902333333335,full_continuation,True,True,False,0.8253441,-0.19645686,2.0,6.0,,0.13200615000000002,Q4_high,moderate_-0.6_to_-0.4,high_>0.6
2013-02-15 04:00:00,8178,USD,-0.1558298,-0.005446019999999996,1,-0.2003183,CAD,0.16955571,-0.033477836666666656,6,0.29074811,0.02803181666666666,0.03892385666666665,full_continuation,True,True,False,0.72362935,-0.1558298,2.0,4.0,,0.033477836666666656,Q1_low,shallow_>-0.4,shallow_<0.4
2013-02-27 20:00:00,8232,GBP,-0.17018912,0.06083112333333334,34,-0.71463059,USD,0.17826547,-0.04982743666666666,10,0.3657582,0.11065856,0.11065856,full_continuation,True,True,False,0.22950769,-0.17018912,2.0,7.0,,0.04982743666666666,Q3,deep_<-0.6,shallow_<0.4
2013-02-27 20:00:00,8232,GBP,-0.17018912,0.06083112333333334,34,-0.71463059,CHF,0.18429544,-0.04463857666666666,11,0.31821117,0.1054697,0.1054697,full_continuation,True,True,False,0.22950769,-0.17018912,2.0,7.0,,0.04463857666666666,Q2,deep_<-0.6,shallow_<0.4
2013-03-12 00:00:00,8283,NZD,-0.18460546,0.014908950000000004,4,-0.25082084,EUR,0.16305982,-0.03807255333333334,16,0.45912661,0.052981503333333346,0.052981503333333346,immediate_reversal,False,False,True,-0.07053819,-0.35222439,,,3.0,0.03807255333333334,Q1_low,shallow_>-0.4,moderate_0.4_to_0.6
2013-03-18 20:00:00,8313,NZD,-0.14737835,0.055661970000000005,16,-0.35222439,CHF,0.1833119,-0.01861531666666667,6,0.254741,0.07427728666666668,0.07427728666666668,full_continuation,True,True,False,0.51868986,-0.14737835,3.0,14.0,,0.01861531666666667,Q2,shallow_>-0.4,shallow_<0.4
2013-03-20 20:00:00,8325,EUR,-0.1631825,0.09134822,34,-0.61687612,USD,0.17055561,0.00602722,1,0.20571029,0.085321,0.09737544,reached_zero_then_reversed,True,False,True,0.08809514,-0.82798595,13.0,,4.0,0.00602722,Q2,deep_<-0.6,shallow_<0.4
2013-03-20 20:00:00,8325,CAD,-0.18775822,0.013913706666666664,5,-0.26908145,USD,0.17055561,0.00602722,1,0.20571029,0.007886486666666664,0.019940926666666664,full_continuation,True,True,True,0.74182488,-0.28618182,20.0,23.0,6.0,0.00602722,Q1_low,shallow_>-0.4,shallow_<0.4
2013-03-29 00:00:00,8363,CHF,-0.15203842,0.08534171666666666,21,-0.62353966,JPY,0.16771535,-0.03993417666666666,8,0.30947424,0.12527589333333333,0.12527589333333333,full_continuation,True,True,False,0.35171884,-0.15203842,3.0,28.0,,0.03993417666666666,Q3,deep_<-0.6,shallow_<0.4
2013-04-02 08:00:00,8378,CAD,-0.15724748,0.020100410000000003,3,-0.23355937,GBP,0.16662737,-0.03600124333333334,9,0.29094057,0.05610165333333335,0.05610165333333335,full_continuation,True,True,True,0.31750462,-0.34393671,4.0,12.0,22.0,0.03600124333333334,Q1_low,shallow_>-0.4,shallow_<0.4
2013-04-04 00:00:00,8388,USD,-0.10792035,0.05337786,4,-0.28007749,JPY,0.17586422,-0.06574196,18,0.39663639,0.11911982,0.11911982,reached_zero_then_reversed,True,False,True,0.17329302,-0.43671201,1.0,,21.0,0.06574196,Q3,shallow_>-0.4,shallow_<0.4
2013-04-18 08:00:00,8452,CAD,-0.13416806,0.08322503333333334,19,-0.67508311,CHF,0.19017423,-0.06800666333333333,20,0.72946923,0.15123169666666667,0.15123169666666667,full_continuation,True,True,False,0.31159245,-0.13416806,3.0,10.0,,0.06800666333333333,Q3,deep_<-0.6,high_>0.6
2013-04-19 00:00:00,8456,AUD,-0.13404233,0.10513355,25,-1.21578698,EUR,0.19684203,-0.03613836333333333,15,0.57582842,0.14127191333333333,0.14127191333333333,reached_zero_then_reversed,True,False,True,0.11678069,-0.23840324,24.0,,13.0,0.03613836333333333,Q3,deep_<-0.6,moderate_0.4_to_0.6
2013-04-23 04:00:00,8470,AUD,-0.19487101,-0.017496766666666674,1,-0.23840324,EUR,0.10975782,-0.047828459999999996,4,0.2532432,0.030331693333333323,0.06532522666666667,reached_zero_then_reversed,True,False,True,0.14144875,-0.27244105,10.0,,5.0,0.047828459999999996,Q1_low,shallow_>-0.4,shallow_<0.4
2013-04-30 08:00:00,8502,EUR,-0.11787387,0.07430023000000001,15,-0.4592977,GBP,0.18039093,-0.10613119333333333,26,0.77396804,0.18043142333333334,0.18043142333333334,full_continuation,True,True,False,0.30262966,-0.11787387,2.0,6.0,,0.10613119333333333,Q4_high,moderate_-0.6_to_-0.4,high_>0.6
2013-05-02 08:00:00,8514,GBP,-0.15862666,0.026537063333333333,6,-0.26245431,EUR,0.11953198,-0.04882011333333334,6,0.30262966,0.07535717666666666,0.07535717666666666,full_continuation,True,True,False,0.53410975,-0.17214792,3.0,5.0,,0.04882011333333334,Q2,shallow_>-0.4,shallow_<0.4
2013-05-08 00:00:00,8537,JPY,-0.17521168,0.09181569666666667,16,-0.67663889,USD,0.19005278,-0.0018886433333333286,1,0.21258253,0.09370434,0.09370434,full_continuation,True,True,True,0.20516879,-0.84714359,3.0,5.0,12.0,0.0018886433333333286,Q2,deep_<-0.6,shallow_<0.4
2013-05-14 20:00:00,8567,JPY,-0.12775147,0.09343815666666666,18,-0.84714359,CAD,0.17042497,-0.08963095,41,0.73788667,0.18306910666666665,0.18306910666666665,partial_continuation,True,False,False,0.14385359,-0.12775147,3.0,,,0.08963095,Q4_high,deep_<-0.6,high_>0.6
2013-05-21 08:00:00,8595,NZD,-0.18330905,0.05342474,13,-0.42575638,GBP,0.19448368,-0.05809867,14,0.40797028,0.11152340999999999,0.11152340999999999,full_continuation,True,True,True,0.21490469,-0.30042693,3.0,7.0,18.0,0.05809867,Q3,moderate_-0.6_to_-0.4,moderate_0.4_to_0.6
2013-05-23 00:00:00,8605,CHF,-0.18252283,0.03925003999999999,8,-0.30762698,NZD,0.16374052,-0.012757473333333333,3,0.21490469,0.052007513333333324,0.052007513333333324,full_continuation,True,True,True,0.76921228,-0.23333754,6.0,7.0,26.0,0.012757473333333333,Q1_low,shallow_>-0.4,shallow_<0.4
2013-06-13 04:00:00,8699,AUD,-0.13828063,0.07070313000000002,37,-1.45817787,EUR,0.09999046,-0.03618,40,0.45275885,0.10688313000000002,0.10688313000000002,full_continuation,True,True,True,0.41388757,-0.71452131,2.0,6.0,20.0,0.03618,Q2,deep_<-0.6,moderate_0.4_to_0.6
2013-06-13 04:00:00,8699,AUD,-0.13828063,0.07070313000000002,37,-1.45817787,GBP,0.15278502,-0.056001843333333336,51,0.73687463,0.12670497333333336,0.12670497333333336,full_continuation,True,True,True,0.41388757,-0.71452131,2.0,6.0,20.0,0.056001843333333336,Q3,deep_<-0.6,high_>0.6
2013-06-17 16:00:00,8715,GBP,-0.19761937,0.006615490000000002,4,-0.22878024,JPY,0.16880612,-0.04343670999999999,20,1.05770233,0.05005219999999999,0.05005219999999999,full_continuation,True,True,True,0.32457866,-0.24654767,20.0,24.0,12.0,0.04343670999999999,Q1_low,shallow_>-0.4,high_>0.6
2013-06-17 16:00:00,8715,GBP,-0.19761937,0.006615490000000002,4,-0.22878024,AUD,0.18854777,-0.06116087666666666,10,0.41388757,0.06777636666666667,0.06777636666666667,full_continuation,True,True,True,0.32457866,-0.24654767,20.0,24.0,12.0,0.06116087666666666,Q1_low,shallow_>-0.4,moderate_0.4_to_0.6
2013-07-02 16:00:00,8783,AUD,-0.18766365,0.02400862000000001,12,-0.26505909,EUR,0.17146173,-0.04326483666666667,9,0.36309358,0.06727345666666668,0.06727345666666668,full_continuation,True,True,True,0.40234371,-0.37611031,18.0,22.0,2.0,0.04326483666666667,Q1_low,shallow_>-0.4,shallow_<0.4
2013-07-02 16:00:00,8783,AUD,-0.18766365,0.02400862000000001,12,-0.26505909,NZD,0.18386668,-0.023439406666666662,20,0.4367192,0.04744802666666667,0.04744802666666667,full_continuation,True,True,True,0.40234371,-0.37611031,18.0,22.0,2.0,0.023439406666666662,Q1_low,shallow_>-0.4,moderate_0.4_to_0.6
2013-07-10 20:00:00,8821,GBP,-0.18874746,0.05524291666666667,22,-0.86682736,CAD,0.11953301,-0.052197799999999996,26,0.35003708,0.10744071666666666,0.10744071666666666,full_continuation,True,True,False,0.27494109,-0.18874746,8.0,13.0,,0.052197799999999996,Q2,deep_<-0.6,shallow_<0.4
2013-07-16 08:00:00,8843,AUD,-0.10179795,0.13175893000000002,17,-0.91603535,GBP,0.17440392,-0.03096624666666668,9,0.27494109,0.1627251766666667,0.1627251766666667,full_continuation,True,True,True,0.60921548,-0.27762865,1.0,3.0,19.0,0.03096624666666668,Q4_high,deep_<-0.6,shallow_<0.4
2013-07-18 16:00:00,8857,CAD,-0.12961839,0.07237270333333333,11,-0.39171256,AUD,0.17767686,-0.06840408333333332,11,0.60921548,0.14077678666666665,0.14077678666666665,full_continuation,True,True,False,0.2620102,-0.12961839,3.0,26.0,,0.06840408333333332,Q3,shallow_>-0.4,high_>0.6
2013-08-05 08:00:00,8930,AUD,-0.19216809,0.05778911333333333,27,-1.39704269,EUR,0.18003514,-0.07008731,20,0.54212059,0.12787642333333332,0.12787642333333332,full_continuation,True,True,False,0.94029626,-0.19216809,14.0,17.0,,0.07008731,Q3,deep_<-0.6,moderate_0.4_to_0.6
2013-08-13 20:00:00,8970,EUR,-0.17225136,0.05460890333333334,16,-0.52042315,NZD,0.18841837,-0.0022474333333333354,1,0.20419764,0.056856336666666674,0.056856336666666674,full_continuation,True,True,False,0.22847558,-0.17225136,4.0,29.0,,0.0022474333333333354,Q1_low,moderate_-0.6_to_-0.4,shallow_<0.4
2013-08-20 00:00:00,8996,USD,-0.16978162,0.07880983333333333,13,-0.5518278,NZD,0.14865656,-0.05984710333333334,24,0.40226962,0.13865693666666667,0.13865693666666667,full_continuation,True,True,False,0.73110225,-0.16978162,5.0,9.0,,0.05984710333333334,Q3,moderate_-0.6_to_-0.4,moderate_0.4_to_0.6
2013-08-26 20:00:00,9026,JPY,-0.19252281,0.05307818666666667,12,-0.46068572,AUD,0.13001564,-0.05192747333333334,7,0.28579806,0.10500566000000001,0.10500566000000001,full_continuation,True,True,True,0.88868549,-0.55174247,2.0,3.0,26.0,0.05192747333333334,Q2,moderate_-0.6_to_-0.4,shallow_<0.4
2013-08-27 08:00:00,9029,NZD,-0.19806271,0.03310752666666667,29,-1.1503348,EUR,0.19987984,-0.05086253333333334,30,0.61426747,0.08397006000000001,0.08397006000000001,reached_zero_then_reversed,True,False,True,0.18744365,-0.22535713,24.0,,1.0,0.05086253333333334,Q2,deep_<-0.6,high_>0.6
2013-09-17 20:00:00,9125,CAD,-0.19511245,0.052246213333333326,12,-0.36518909,GBP,0.17903667,-0.039513700000000006,26,0.42646263,0.09175991333333333,0.09175991333333333,immediate_reversal,False,False,True,-0.09628458,-0.64253142,,,11.0,0.039513700000000006,Q2,shallow_>-0.4,moderate_0.4_to_0.6
2013-09-23 12:00:00,9148,USD,-0.09096659,0.11264823,70,-1.07111626,EUR,0.18464043,-0.09979153,15,0.51195845,0.21243976,0.21243976,full_continuation,True,True,True,0.2573456,-0.22181692,1.0,3.0,27.0,0.09979153,Q4_high,deep_<-0.6,moderate_0.4_to_0.6
2013-09-24 16:00:00,9155,GBP,-0.17603164,0.030328950000000004,10,-0.29814457,CHF,0.18649886,-0.07723442333333334,22,0.96258253,0.10756337333333335,0.10756337333333335,full_continuation,True,True,False,0.64013397,-0.17603164,5.0,8.0,,0.07723442333333334,Q2,shallow_>-0.4,high_>0.6
2013-09-24 16:00:00,9155,CAD,-0.17212678,0.06056293666666667,19,-0.64253142,CHF,0.18649886,-0.07723442333333334,22,0.96258253,0.13779736,0.13779736,reached_zero_then_reversed,True,False,True,0.06685524,-0.33031464,3.0,,19.0,0.07723442333333334,Q3,deep_<-0.6,high_>0.6
2013-10-03 04:00:00,9195,NZD,-0.18793919,0.036545006666666664,7,-0.32179594,GBP,0.19450608,-0.05202881333333334,32,0.64013397,0.08857382,0.08857382,reached_zero_then_reversed,True,False,True,0.14192756,-0.24959155,9.0,,3.0,0.05202881333333334,Q2,shallow_>-0.4,high_>0.6
2013-10-03 04:00:00,9195,NZD,-0.18793919,0.036545006666666664,7,-0.32179594,JPY,0.16035499,-0.05592173666666666,20,0.37071754,0.09246674333333332,0.09246674333333332,reached_zero_then_reversed,True,False,True,0.14192756,-0.24959155,9.0,,3.0,0.05592173666666666,Q2,shallow_>-0.4,shallow_<0.4
2013-10-04 04:00:00,9201,NZD,-0.18884898,0.01144532,3,-0.24959155,AUD,0.18744033,0.011856846666666662,1,0.20182612,-0.0004115266666666617,0.023302166666666662,partial_continuation,True,False,False,0.14192756,-0.18884898,3.0,,,0.011856846666666662,Q1_low,shallow_>-0.4,shallow_<0.4
2013-10-13 20:00:00,9237,CHF,-0.18578065,0.019432736666666672,19,-0.35144085,USD,0.14777464,-0.06620237666666666,17,0.55816927,0.08563511333333333,0.08563511333333333,full_continuation,True,True,True,0.30084139,-0.47699134,24.0,26.0,8.0,0.06620237666666666,Q2,shallow_>-0.4,moderate_0.4_to_0.6
2013-10-23 04:00:00,9282,USD,-0.19182748,0.0006855766666666688,2,-0.27968737,AUD,0.1035108,-0.04937434333333333,40,0.49377948,0.050059919999999994,0.050059919999999994,full_continuation,True,True,False,0.61067604,-0.19182748,10.0,14.0,,0.04937434333333333,Q1_low,shallow_>-0.4,moderate_0.4_to_0.6
2013-10-23 04:00:00,9282,JPY,-0.1329442,0.08238958,6,-0.3902052,AUD,0.1035108,-0.04937434333333333,40,0.49377948,0.13176392333333334,0.13176392333333334,full_continuation,True,True,False,0.75330014,-0.13556391,2.0,3.0,,0.04937434333333333,Q3,shallow_>-0.4,moderate_0.4_to_0.6
2013-10-29 00:00:00,9306,CAD,-0.12523306,0.11613293666666667,25,-1.25559174,GBP,0.17318008,-0.05256359,5,0.33087085,0.16869652666666668,0.16869652666666668,full_continuation,True,True,False,1.00109481,-0.12523306,2.0,4.0,,0.05256359,Q4_high,deep_<-0.6,shallow_<0.4
2013-11-06 20:00:00,9348,EUR,-0.18871951,0.045981603333333336,28,-1.39273417,AUD,0.07380258,-0.05561074333333333,17,0.3395313,0.10159234666666667,0.10159234666666667,full_continuation,True,True,True,0.78057685,-0.58605187,20.0,21.0,3.0,0.05561074333333333,Q2,deep_<-0.6,shallow_<0.4
2013-11-11 16:00:00,9366,EUR,-0.19112466,0.07390720333333334,15,-0.58605187,GBP,0.19821201,-0.03261813,23,0.64737647,0.10652533333333333,0.10652533333333333,full_continuation,True,True,False,0.78057685,-0.19112466,2.0,3.0,,0.03261813,Q2,moderate_-0.6_to_-0.4,high_>0.6
2013-11-15 00:00:00,9386,AUD,-0.14425231,0.07078875333333334,33,-0.74589361,CHF,0.1804829,-0.09406081,14,0.62465822,0.16484956333333334,0.16484956333333334,full_continuation,True,True,True,0.3704624,-0.63730635,4.0,7.0,26.0,0.09406081,Q4_high,deep_<-0.6,high_>0.6
2013-12-18 12:00:00,9532,GBP,-0.02640671,0.11159479333333333,9,-0.38576798,JPY,0.12831232,-0.06034121333333334,6,0.34141709,0.17193600666666667,0.17193600666666667,full_continuation,True,True,False,1.04248043,-0.19473191,1.0,2.0,,0.06034121333333334,Q4_high,shallow_>-0.4,shallow_<0.4
2014-01-02 12:00:00,9592,JPY,-0.07435921,0.11429475333333333,30,-0.65589661,GBP,0.19820534,-0.07247544666666667,25,0.72331042,0.1867702,0.1867702,full_continuation,True,True,False,0.77077339,-0.07435921,1.0,2.0,,0.07247544666666667,Q4_high,deep_<-0.6,high_>0.6
2014-01-07 12:00:00,9611,EUR,-0.13122709,0.11180149333333333,20,-0.87574216,AUD,0.19100035,-0.06436627999999998,20,0.51668848,0.17616777333333333,0.17616777333333333,full_continuation,True,True,False,0.21694452,-0.13122709,1.0,7.0,,0.06436627999999998,Q4_high,deep_<-0.6,moderate_0.4_to_0.6
2014-01-09 08:00:00,9622,CHF,-0.19111117,0.03597519333333334,32,-1.24217079,EUR,0.14798677,-0.020689556666666675,4,0.21694452,0.056664750000000014,0.056664750000000014,full_continuation,True,True,False,0.39768027,-0.19111117,4.0,7.0,,0.020689556666666675,Q1_low,deep_<-0.6,shallow_<0.4
2014-01-15 00:00:00,9645,USD,-0.11419792,0.10130743666666665,13,-0.59844289,EUR,0.19058632,0.0020229500000000047,2,0.20303972,0.09928448666666664,0.10333038666666666,full_continuation,True,True,False,0.71538021,-0.11419792,1.0,3.0,,0.0020229500000000047,Q2,moderate_-0.6_to_-0.4,shallow_<0.4
2014-01-15 00:00:00,9645,USD,-0.11419792,0.10130743666666665,13,-0.59844289,AUD,0.13733701,-0.12520090000000003,15,0.75504262,0.2265083366666667,0.2265083366666667,full_continuation,True,True,False,0.71538021,-0.11419792,1.0,3.0,,0.12520090000000003,Q4_high,moderate_-0.6_to_-0.4,high_>0.6
2014-02-13 00:00:00,9775,JPY,-0.19005282,0.05614599,28,-0.7658031,NZD,0.19205205,-0.004275689999999999,1,0.21096012,0.06042168,0.06042168,reached_zero_then_reversed,True,False,True,0.09714481,-0.30462728,10.0,,4.0,0.004275689999999999,Q1_low,deep_<-0.6,shallow_<0.4
2014-03-24 12:00:00,9946,EUR,-0.19640131,0.02713900333333334,11,-0.31250942,USD,0.16194985,-0.12897027333333336,19,0.90347013,0.15610927666666669,0.15610927666666669,reached_zero_then_reversed,True,False,True,0.03654068,-0.88368732,6.0,,13.0,0.12897027333333336,Q4_high,shallow_>-0.4,high_>0.6
2014-04-07 16:00:00,10009,EUR,-0.19427591,0.02698307333333333,7,-0.2962564,AUD,0.18697309,-0.04851992666666666,10,0.41035876,0.07550299999999999,0.07550299999999999,full_continuation,True,True,True,0.31009928,-0.34974777,19.0,21.0,2.0,0.04851992666666666,Q2,shallow_>-0.4,moderate_0.4_to_0.6
2014-04-08 08:00:00,10013,CHF,-0.13634447,0.07493661666666666,16,-0.80374042,AUD,0.19581153,0.012229580000000009,2,0.23186847,0.06270703666666666,0.08716619666666667,full_continuation,True,True,False,0.62680111,-0.13634447,1.0,6.0,,0.012229580000000009,Q1_low,deep_<-0.6,shallow_<0.4
2014-04-13 20:00:00,10035,USD,-0.17310299,0.12105181,25,-1.2330448,EUR,0.19918338,-0.029082316666666674,5,0.31009928,0.15013412666666667,0.15013412666666667,full_continuation,True,True,False,0.47055304,-0.17310299,3.0,5.0,,0.029082316666666674,Q3,deep_<-0.6,shallow_<0.4
2014-04-21 04:00:00,10068,JPY,-0.17069465,0.017236613333333334,17,-0.30278452,USD,0.19108647,-0.0059629233333333325,6,0.22958473,0.023199536666666666,0.023199536666666666,full_continuation,True,True,True,0.39088548,-0.20483796,14.0,19.0,7.0,0.0059629233333333325,Q1_low,shallow_>-0.4,shallow_<0.4
2014-04-21 08:00:00,10069,AUD,-0.16248332,0.006931726666666675,2,-0.20677083,EUR,0.16946558,-0.017506933333333335,11,0.26136765,0.02443866000000001,0.02443866000000001,full_continuation,True,True,True,0.25322018,-0.74854997,4.0,6.0,13.0,0.017506933333333335,Q1_low,shallow_>-0.4,shallow_<0.4
2014-04-22 12:00:00,10076,JPY,-0.19272646,-0.004573843333333327,1,-0.20153111,USD,0.14440692,-0.03439387333333333,7,0.27030752,0.029820030000000004,0.03896771666666666,full_continuation,True,True,True,0.39088548,-0.20483796,6.0,11.0,1.0,0.03439387333333333,Q1_low,shallow_>-0.4,shallow_<0.4
2014-04-22 12:00:00,10076,NZD,-0.1173572,0.05075668999999999,26,-0.41506623,USD,0.14440692,-0.03439387333333333,7,0.27030752,0.08515056333333332,0.08515056333333332,full_continuation,True,True,True,0.25391995,-0.40688354,2.0,9.0,23.0,0.03439387333333333,Q2,moderate_-0.6_to_-0.4,shallow_<0.4
2014-04-22 20:00:00,10078,JPY,-0.16945899,0.01069070666666667,1,-0.20483796,AUD,0.13462486,-0.02268049666666666,3,0.25322018,0.03337120333333333,0.03337120333333333,full_continuation,True,True,True,0.39088548,-0.27583548,4.0,9.0,28.0,0.02268049666666666,Q1_low,shallow_>-0.4,shallow_<0.4
2014-04-28 08:00:00,10100,AUD,-0.17353228,0.09909191333333334,18,-0.74854997,JPY,0.14145762,-0.07644503333333334,13,0.39088548,0.1755369466666667,0.1755369466666667,immediate_reversal,False,False,True,-0.04176414,-0.33644132,,,4.0,0.07644503333333334,Q4_high,deep_<-0.6,shallow_<0.4
2014-05-22 08:00:00,10211,CAD,-0.19900941,0.0063172499999999965,3,-0.22992163,JPY,0.17388756,-0.07519973666666667,31,0.79729549,0.08151698666666667,0.08151698666666667,full_continuation,True,True,False,0.72681679,-0.19900941,3.0,7.0,,0.07519973666666667,Q2,shallow_>-0.4,high_>0.6
2014-05-26 08:00:00,10224,CHF,-0.15064559,0.02986474,6,-0.24909726,USD,0.19757566,-0.03509440666666667,23,0.42121137,0.06495914666666666,0.06495914666666666,full_continuation,True,True,False,0.23738879,-0.17808826,24.0,28.0,,0.03509440666666667,Q1_low,shallow_>-0.4,moderate_0.4_to_0.6
2014-05-26 08:00:00,10224,CHF,-0.15064559,0.02986474,6,-0.24909726,GBP,0.12136985,-0.10164890333333333,27,0.92327076,0.13151364333333332,0.13151364333333332,full_continuation,True,True,False,0.23738879,-0.17808826,24.0,28.0,,0.10164890333333333,Q3,shallow_>-0.4,high_>0.6
